Week,Białystok,Bronisze,Bydgoszcz,Gdańsk,Gorzów Wlkp.,Kalisz,Kielce,Kraków,Lublin,Poznań,Radom,Rynek4,Rzeszów,Sandomierz,Szczecin,Wrocław,Łódź
2020-W24,X,X,X,,,,,,,,X,,,,,,X
2020-W25,X,X,X,,,,,,,,X,,,,,,X
2020-W26,X,X,X,,,,,,,,,,,,,,
2020-W27,X,,X,,,,,,X,,X,,,,,,
2020-W28,X,X,X,,,,,,,,,,,,,,
2020-W29,,X,X,,,,,,,,,,,,,,
2020-W30,,X,X,,,,,,,,,,,,,,
2020-W33,,X,X,,,,,,,,,,,,,,
2020-W34,X,X,X,,,,,,,,,,,,,,
2020-W35,X,,,,,,,,,,,,,,,,
2020-W36,,X,X,,,,,,,,,,,,,,
2020-W37,X,X,,,,,,,,,,,,,,,
2020-W40,X,,,,,,,,,,,,,,,,
2020-W41,X,,,,,,,,,,,,,,,,
2020-W42,X,X,X,,,,,,X,,,,,,,,
2020-W43,,X,X,,,,,,X,,,,,,,,
2021-W24,,,,,,X,,,,,,,X,X,,X,
2026-W01,,,,,,X,,,,X,,,,,,,X
